f_data1,f_data2,f_data3,f_data4,f_data5,f_data6,f_data7,f_data8,f_data9,f_data10,f_data11,f_data12,f_data13,f_data14,f_data15,f_data16,f_data17,f_data18,f_data19,f_data20,f_data21,f_data22,f_data23,f_data24,f_data25,f_data26,f_data27,f_data28,f_data29,f_data30,f_data31,f_data32,f_data33,f_data34,f_data35,f_data36,f_data37,f_data38,f_data39,f_data40,f_data41,f_data42,f_data43,f_data44,f_data45,f_data46,f_data47,f_data48,f_data49,f_data50,f_data51,f_data52,f_data53
0.26877,3690.9,4749.3,9.6763,26.779,42.103,2724.6,75.206,120.42,0.77213,80.202,49.86,2652.3,23.56,49.275,3124.8,23.796,62.796,148.3,341.91,94.607,78.349,32.202,9.4392,27.464,6.9173,18.214,1.236,32.126,14.689,24.752,1.3432,18.428,1.7378,4.9212,2.2878,0.030912,0.85459,0.10028,53.361,43.228,64.223,56.785,26.452,61.456,22.09,91.487,37.689,44.857,28.557,42.191,15.458,1
0.26916,3713.6,4745.5,9.6266,26.632,42.449,2723.8,75.045,120.4,0.77234,80.425,49.072,2651.3,23.215,51.629,3125.7,23.2,62.788,149.61,340.97,94.494,78.957,32.202,9.4392,27.464,6.9173,18.214,1.236,32.126,14.689,24.752,1.3432,18.428,1.7378,4.9212,2.2878,0.030912,0.85459,0.10028,53.361,43.228,63.833,56.83,26.413,62.975,21.503,91.462,35.369,50.304,28.441,41.346,16.814,1
0.27824,3709.8,4717.7,9.5294,26.787,42.563,2723.2,75.036,120.41,0.79117,80.722,51.643,2650.9,24.868,49.806,3126.3,22.293,62.864,149.61,340.79,94.581,79.088,31.86,9.2265,27.336,7.1642,18.567,1.2376,32.366,14.584,24.746,1.354,18.24,1.7019,4.8276,2.3469,0.030912,0.85459,0.10028,53.361,43.228,63.182,57.073,27.149,62.506,21.595,93.882,42.936,46.085,28.439,41.307,18.934,1
0.27846,3703.7,4739.5,9.6665,27.119,43.255,2720.2,75.277,120.39,0.79287,80.682,48.951,2647.9,25.481,50.457,3124.9,22.299,62.99,152.22,339.83,94.527,78.651,31.86,9.2265,27.336,7.1642,18.567,1.2376,32.366,14.584,24.746,1.354,18.24,1.7019,4.8276,2.3469,0.032688,0.84422,0.082291,53.469,44.139,63.286,56.812,27.128,61.53,21.318,93.676,35.014,47.591,28.299,41.334,18.931,1
0.31249,3608.6,4684.6,9.5467,27.116,42.735,2720.7,75.3,120.38,0.7837,80.736,47.817,2647.8,23.787,49.5,3122.7,21.717,62.992,147.98,340.56,94.706,78.902,31.952,9.5422,27.059,6.7682,19.173,1.2905,32.303,14.373,24.506,1.1997,18.275,1.7208,4.9345,2.4414,0.032688,0.84422,0.082291,53.469,44.139,62.608,56.668,30.61,63.604,21.685,93.198,31.676,45.377,28.713,41.331,20.286,1
0.30985,3658,4749,9.5297,27.16,42.512,2719.3,74.703,120.38,0.78467,80.644,51.375,2647.1,24.175,50.691,3121.6,23.165,63.007,151.54,340.85,94.743,78.634,31.952,9.5422,27.059,6.7682,19.173,1.2905,32.303,14.373,24.506,1.1997,18.275,1.7208,4.9345,2.4414,0.032688,0.84422,0.082291,53.469,44.139,61.758,55.897,30.869,65.407,21.669,93.079,42.147,48.133,28.435,40.64,16.863,1
0.30663,3710.4,4642.6,9.6788,27.085,42.323,2721.5,75.946,120.43,0.76242,80.773,51.148,2648.3,24.943,51.156,3123.5,23.676,63.02,149.77,340.29,94.702,78.789,32.158,9.3951,26.668,6.8229,18.72,1.2541,32.106,14.526,24.762,1.3577,18.593,1.7414,4.8358,2.3265,0.032688,0.84422,0.082291,53.469,44.139,64.251,55.667,30.007,61.975,22.048,91.1,41.478,49.208,28.629,41.429,15.626,1
0.30391,3748.7,4639.7,9.6593,27.197,42.479,2717.3,74.938,120.39,0.76434,80.627,51.114,2644.1,24.018,49.857,3121.9,22.388,63.035,149.6,340.09,94.441,78.382,32.158,9.3951,26.668,6.8229,18.72,1.2541,32.106,14.526,24.762,1.3577,18.593,1.7414,4.8358,2.3265,0.032688,0.84422,0.082291,53.469,44.139,63.59,55.701,30.274,64.603,21.165,90.866,41.379,46.203,28.682,41.202,18.703,1
0.28729,3715.6,4699.9,9.5036,27.311,42.607,2712.1,74.54,120.41,0.78872,80.324,49.471,2639.5,24.451,49.278,3117.1,23.377,62.97,150.82,339.87,94.641,78.314,31.816,9.4437,26.978,6.8883,19.136,1.2536,32.233,14.334,24.385,1.3762,18.528,1.7037,4.9392,2.3021,-0.0045539,0.85642,0.075382,54.008,43.56,63.763,56.064,28.269,64.336,21.248,92.926,36.543,44.863,28.373,41.124,16.384,1
0.28674,3731.7,4774.2,9.4929,26.772,42.615,2710.4,75.226,120.38,0.78766,80.337,49.854,2637.3,26.557,50.416,3114.4,22.962,62.913,150.37,339.64,94.541,78.536,31.816,9.4437,26.978,6.8883,19.136,1.2536,32.233,14.334,24.385,1.3762,18.528,1.7037,4.9392,2.3021,-0.0045539,0.85642,0.075382,54.008,43.56,63.486,55.175,28.323,63.088,20.837,93.055,37.671,47.496,28.352,40.914,17.37,1
0.32403,3727.2,4649.6,9.7361,26.737,42.583,2713.2,75.763,120.39,0.76467,80.637,50.396,2640.3,25.924,51.318,3116.4,23.304,62.905,148.79,340.05,94.641,79.089,31.733,9.431,26.303,6.8949,18.922,1.2388,32.305,14.279,24.672,1.1342,18.424,1.6897,4.8795,2.4022,-0.0045539,0.85642,0.075382,54.008,43.56,63.015,55.62,31.576,62.031,21.112,91.6,39.265,49.584,28.43,41.577,16.519,1
0.32284,3713,4651.2,9.5919,26.847,42.603,2716.1,75.179,120.43,0.76688,81.06,51.101,2644,24.946,50.579,3118.7,23.89,63.005,147.35,339.98,94.371,79.495,31.733,9.431,26.303,6.8949,18.922,1.2388,32.305,14.279,24.672,1.1342,18.424,1.6897,4.8795,2.4022,-0.0045539,0.85642,0.075382,54.008,43.56,63.26,55.601,31.694,63.587,21.413,91.33,41.34,47.873,28.49,42.118,15.062,1
0.33678,3718.6,4738.8,9.5862,27.044,42.498,2716.2,74.785,120.42,0.7655,81.158,49.285,2644.2,25.402,49.173,3119.6,22.588,63.129,148.06,339.99,94.603,79.138,31.371,9.2993,26.855,6.8755,18.995,1.2468,32.282,14.31,24.428,1.2594,18.486,1.6891,4.9284,2.3047,-0.0045539,0.85642,0.075382,54.008,43.56,63.095,55.036,32.73,61.903,21.269,90.762,35.997,44.62,28.351,41.513,18.152,1
0.33398,3671,4623.2,9.5963,27.109,42.807,2715.8,74.878,120.4,0.76499,81.094,49.714,2643.5,23.105,49.656,3119.2,22.839,63.169,146.22,340.04,94.331,78.993,31.371,9.2993,26.855,6.8755,18.995,1.2468,32.282,14.31,24.428,1.2594,18.486,1.6891,4.9284,2.3047,0.017899,0.84741,0.084541,54.442,44.544,63.914,56.419,33.006,63.757,21.441,90.825,37.257,45.739,28.777,41.712,17.542,1
0.3777,3683.9,4661.3,9.7615,26.759,42.586,2712.6,74.586,120.39,0.76974,80.8,50.1,2640.5,23.449,50.656,3117,22.85,63.193,149.54,340.66,94.546,78.742,31.856,9.3661,26.588,6.7509,18.587,1.2613,32.87,14.275,24.178,1.1437,18.717,1.7205,5.1075,2.3661,0.017899,0.84741,0.084541,54.442,44.544,63.86,55.752,36.908,61.839,21.152,91.772,38.395,48.053,28.554,41.23,17.531,1
0.37403,3698.3,4666.4,9.5887,27.135,43.131,2712.1,74.244,120.41,0.77242,80.669,49.169,2639.2,24.553,49.685,3117,23.367,63.137,148.43,340.04,94.359,78.829,31.856,9.3661,26.588,6.7509,18.587,1.2613,32.87,14.275,24.178,1.1437,18.717,1.7205,5.1075,2.3661,0.017899,0.84741,0.084541,54.442,44.544,63.612,55.69,37.269,65.479,21.1,91.445,35.654,45.805,28.729,41.01,16.306,1
0.33305,3732.4,4725.4,9.8117,26.661,42.811,2715.5,75.134,120.43,0.76987,81.011,49.335,2643.4,25.2,48.953,3117.9,24.003,63.136,150.07,341.61,94.437,79.115,32.219,9.1701,26.741,6.9262,18.511,1.1875,32.417,14.373,24.161,1.206,18.148,1.6986,5.042,2.3264,0.017899,0.84741,0.084541,54.442,44.544,64.184,55.984,33.244,62.597,21.579,91.499,36.144,44.111,28.658,42.1,14.753,1
0.33383,3748.6,4657.2,9.7095,27.017,42.881,2712.7,74.995,120.42,0.76997,80.993,49.138,2640.5,24.663,49.647,3117,22.681,63.19,150.13,341.28,94.189,79.078,32.219,9.1701,26.741,6.9262,18.511,1.1875,32.417,14.373,24.161,1.206,18.148,1.6986,5.042,2.3264,0.017899,0.84741,0.084541,54.442,44.544,63.904,56.8,33.167,61.363,21.517,91.487,35.564,45.717,28.724,41.956,17.881,1
0.30191,3724.4,4714.8,9.6074,26.676,42.72,2710.5,74.372,120.38,0.78293,80.899,49.498,2638.6,23.864,49.57,3114.3,22.843,63.208,148.51,341.1,94.497,78.737,31.954,9.0674,26.445,6.9663,18.389,1.2061,32.926,14.208,24.516,1.3984,18.401,1.6485,4.9074,2.3185,0.023751,0.8365,0.076291,53.725,44.282,62.824,56.337,29.703,60.222,21.282,93.265,36.621,45.539,28.737,41.163,17.508,1
0.29984,3705.1,4708.8,9.6464,26.894,42.62,2709.5,74.339,120.37,0.78548,80.815,49.293,2636.9,25.665,49.36,3112.2,23.757,63.184,148.72,341.3,94.427,78.584,31.954,9.0674,26.445,6.9663,18.389,1.2061,32.926,14.208,24.516,1.3984,18.401,1.6485,4.9074,2.3185,0.023751,0.8365,0.076291,53.725,44.282,63.156,56.409,29.906,63.561,21.621,92.954,36.02,45.053,28.707,40.946,15.351,1
0.32864,3670.1,4667.8,9.6336,27.019,42.593,2711.8,74.926,120.42,0.7724,81.004,48.274,2639.5,24.958,49.719,3113.1,22.343,63.213,148.8,341.53,94.466,79.311,32.076,9.2093,26.786,6.745,18.865,1.2034,32.571,14.375,24.751,1.1268,19.036,1.6524,5.048,2.4819,0.023751,0.8365,0.076291,53.725,44.282,63.346,57.254,32.318,63.101,21.7,90.834,33.02,45.883,28.683,41.834,18.643,1
0.3278,3697,4753.8,9.7893,26.792,42.923,2712.5,75.085,120.38,0.76732,81.057,50.398,2640.4,26.209,49.649,3115.6,22.413,63.212,149.72,341.72,94.526,78.711,32.076,9.2093,26.786,6.745,18.865,1.2034,32.571,14.375,24.751,1.1268,19.036,1.6524,5.048,2.4819,0.023751,0.8365,0.076291,53.725,44.282,62.883,56.223,32.4,63.368,21.52,91.454,39.272,45.721,28.587,41.429,18.498,1
0.31874,3744.5,4613.7,9.6052,26.672,42.644,2709.1,74.512,120.42,0.79298,80.781,48.878,2637.7,23.878,50.324,3111.7,23.124,63.185,149.47,341.88,94.377,78.881,32.439,9.3916,26.879,6.9443,18.541,1.1375,32.551,14.132,24.462,1.0896,18.209,1.6717,4.9483,2.3309,0.023751,0.8365,0.076291,53.725,44.282,64.032,56.757,31.335,63.985,21.472,93.482,34.797,47.283,28.593,41.922,16.813,1
0.32181,3744.3,4686.2,9.697,26.983,42.864,2708.2,74.944,120.4,0.78971,80.882,49.988,2636.5,26.919,50.283,3111.8,23.4,63.166,148.99,341.83,94.339,79.289,32.439,9.3916,26.879,6.9443,18.541,1.1375,32.551,14.132,24.462,1.0896,18.209,1.6717,4.9483,2.3309,0.025079,0.84706,0.078094,54.733,43.924,64.035,55.889,31.034,62.889,21.486,93.882,38.064,47.19,28.356,41.229,16.121,1
0.28357,3674.2,4741.4,9.776,26.779,42.719,2708.8,74.834,120.38,0.76509,81.1,49.518,2637,26.213,49.597,3111,23.658,63.221,148.08,341.92,94.355,79.205,32.388,9.1695,26.627,6.6012,18.918,1.1569,32.36,14.116,24.52,1.1854,18.224,1.6582,5.0081,2.5119,0.025079,0.84706,0.078094,54.733,43.924,63.529,56.036,27.748,62.243,21.502,91.024,36.682,45.602,28.303,40.883,15.488,1
0.28262,3673.9,4726.7,9.6533,27.014,42.778,2708,74.985,120.4,0.76732,81.162,48.327,2634.8,25.066,49.943,3110.5,22.565,63.242,147.19,341.58,94.528,78.731,32.388,9.1695,26.627,6.6012,18.918,1.1569,32.36,14.116,24.52,1.1854,18.224,1.6582,5.0081,2.5119,0.025079,0.84706,0.078094,54.733,43.924,63.533,56.211,27.842,62.03,21.26,90.752,33.176,46.403,28.247,42.148,18.093,1
0.28623,3797.4,4655.5,9.6051,26.924,42.46,2704.2,74.659,120.4,0.76825,80.822,49.251,2631.9,24.029,49.039,3107.2,23.381,63.208,146.37,341.33,94.319,78.483,32.18,9.1357,26.292,7.0489,18.723,1.1659,32.785,14.049,24.029,1.0291,18.618,1.686,4.8795,2.3608,0.025079,0.84706,0.078094,54.733,43.924,64.521,56.147,27.982,62.556,21.402,90.646,35.895,44.31,28.189,41.788,16.187,1
0.28442,3804.8,4677.2,9.6981,26.614,42.711,2700.3,74.814,120.39,0.76614,80.606,50.078,2627.4,26.062,48.924,3103,22.655,63.119,145.27,341.1,94.34,78.433,32.18,9.1357,26.292,7.0489,18.723,1.1659,32.785,14.049,24.029,1.0291,18.618,1.686,4.8795,2.3608,0.025079,0.84706,0.078094,54.733,43.924,64.394,55.887,28.16,63.304,21.045,90.903,38.329,44.045,28.161,42.265,17.936,1
0.30463,3667.5,4698.7,9.7595,26.911,42.639,2700.5,75.518,120.38,0.76216,80.798,49.905,2628.8,23.724,50.732,3102.9,22.589,63.046,145.78,341.14,94.41,79.193,32.771,8.9575,26.835,6.8168,18.725,1.1945,33.136,14.069,23.817,1.1811,18.177,1.6043,4.9969,2.3722,0.016732,0.83462,0.079247,54.258,43.951,62.883,56.1,29.939,61.019,21.276,89.975,37.82,48.228,28.274,41.262,18.049,1
0.30325,3646.6,4702.6,9.6765,27.062,42.802,2702.4,75.599,120.37,0.7589,81.022,51.344,2630.8,25.485,51.077,3104.8,22.742,63.06,147.44,341.08,94.523,79.096,32.771,8.9575,26.835,6.8168,18.725,1.1945,33.136,14.069,23.817,1.1811,18.177,1.6043,4.9969,2.3722,0.016732,0.83462,0.079247,54.258,43.951,63.243,56.053,30.075,63.674,21.299,90.372,42.056,49.027,28.12,40.73,17.677,1
0.24654,3734.2,4710.8,9.7298,27.186,43.022,2704.9,75.424,120.42,0.76324,81.319,49.62,2633.6,23.528,51.144,3107.9,23.327,63.178,148.92,341.01,94.358,79.553,32.038,9.1793,26.841,7.002,18.629,1.1878,32.915,14.163,24.181,1.1554,18.234,1.5818,4.9638,2.3052,0.016732,0.83462,0.079247,54.258,43.951,63.724,55.959,23.813,63.176,21.444,90.724,36.983,49.182,27.976,41.641,16.23,1
0.24468,3769.7,4681.4,9.6427,26.848,42.507,2704.9,74.888,120.42,0.76328,81.419,48.739,2632.5,23.862,49.439,3108.4,24.306,63.274,146.08,340.43,94.351,79.24,32.038,9.1793,26.841,7.002,18.629,1.1878,32.915,14.163,24.181,1.1554,18.234,1.5818,4.9638,2.3052,0.016732,0.83462,0.079247,54.258,43.951,63.112,56.312,23.996,62.149,21.164,90.718,34.389,45.235,28.212,42.087,13.891,1
0.31067,3661.3,4686.8,9.5794,26.973,42.837,2704.6,74.598,120.39,0.77711,81.42,50.057,2632,24.532,49.138,3108.5,22.473,63.357,147.36,340.75,94.34,79.333,31.899,9.0916,27.039,6.7221,19.283,1.1632,33.295,14.056,24.249,1.1171,18.665,1.6402,4.999,2.324,0.016732,0.83462,0.079247,54.258,43.951,63.328,56.499,31.024,61.992,21.197,91.982,38.267,44.539,28.083,40.952,18.215,1
0.31103,3688.6,4662.4,9.547,26.891,42.767,2703.3,76.471,120.41,0.77776,81.234,48.484,2631.1,24.33,50.53,3108,23.234,63.349,145.22,340.65,94.582,78.921,31.899,9.0916,27.039,6.7221,19.283,1.1632,33.295,14.056,24.249,1.1171,18.665,1.6402,4.999,2.324,0.033408,0.84885,0.058127,53.383,45.05,62.857,56.791,30.988,63.345,21.092,91.903,33.638,47.761,27.947,41.18,16.426,1
0.32702,3731.4,4673.6,9.7148,27.115,42.784,2703.2,75.145,120.39,0.76895,81.069,49.814,2630.5,23.288,49.552,3106.8,23.749,63.3,145.46,340.93,94.295,78.876,31.678,9.1049,26.732,6.9261,18.876,1.1863,33.077,14.137,24.229,1.2462,18.721,1.619,5.0596,2.3903,0.033408,0.84885,0.058127,53.383,45.05,64.595,55.021,32.495,61.558,21.133,90.551,37.551,45.496,27.778,41.584,15.214,1
0.3277,3752.4,4614.1,9.7042,27.16,43.033,2701.8,74.79,120.41,0.76716,81.133,49.912,2630.1,24.211,49.717,3106.2,22.087,63.264,143.37,340.94,94.363,79.148,31.678,9.1049,26.732,6.9261,18.876,1.1863,33.077,14.137,24.229,1.2462,18.721,1.619,5.0596,2.3903,0.033408,0.84885,0.058127,53.383,45.05,64.233,55.733,32.429,64.339,21.275,90.77,37.841,45.88,27.818,41.706,19.135,1
0.35192,3713.7,4695.6,9.6281,26.358,43.239,2703,74.611,120.39,0.77992,81.198,49.841,2630.9,24.098,49.384,3105.8,22.77,63.232,143.34,341.56,94.23,79.278,32.212,9.1259,27.027,6.7121,19.02,1.16,33.37,14.036,24.267,1.0231,18.492,1.5877,5.1206,2.4453,0.033408,0.84885,0.058127,53.383,45.05,63.164,55.706,35.075,65.425,20.804,91.79,37.633,45.108,27.676,41.585,17.493,1
0.35267,3701.1,4656.4,9.7481,26.718,42.587,2703.8,74.672,120.38,0.77614,81.221,50.101,2632.3,25.898,49.541,3106.7,22.738,63.257,146.15,341.72,94.461,79.118,32.212,9.1259,27.027,6.7121,19.02,1.16,33.37,14.036,24.267,1.0231,18.492,1.5877,5.1206,2.4453,0.033408,0.84885,0.058127,53.383,45.05,63.381,56.175,35.001,64.023,21.209,92.251,38.398,45.473,27.28,40.945,17.572,1
0.30347,3759.5,4664.6,9.7899,26.896,42.677,2702.7,75.052,120.42,0.76669,81.148,49.66,2630.1,25.984,49.021,3105.5,23.039,63.236,144.05,342.04,94.219,79.512,32.25,9.0284,26.977,6.8967,18.42,1.1529,33.267,14.154,24.027,1.3474,18.996,1.5547,4.9567,2.3316,0.015952,0.83511,0.067049,53.065,44.669,64.314,55.696,30.173,63.441,21.106,91.083,37.101,44.268,27.697,41.654,16.823,1
0.30593,3725.4,4661.5,9.6266,26.849,42.961,2702.8,73.566,120.42,0.76715,81.283,49.937,2629.8,25.765,48.982,3106.1,23.189,63.223,144.32,341.31,94.358,79.101,32.25,9.0284,26.977,6.8967,18.42,1.1529,33.267,14.154,24.027,1.3474,18.996,1.5547,4.9567,2.3316,0.015952,0.83511,0.067049,53.065,44.669,64.9,55.733,29.931,64.544,21.034,91.027,37.916,44.179,27.692,41.527,16.481,1
0.30045,3727.1,4721.8,9.7309,26.902,43.184,2700.4,75.827,120.38,0.78313,81.221,49.163,2629.4,25.933,49.164,3102.6,22.902,63.28,145.02,342.02,94.172,79.179,32.341,9.0966,26.694,6.7958,18.647,1.1662,32.789,14.056,24.072,1.2945,18.771,1.5772,5.0644,2.3246,0.015952,0.83511,0.067049,53.065,44.669,63.325,56.492,29.669,64.07,21.427,92.651,35.638,44.599,27.644,42.751,17.149,1
0.30201,3692.2,4720.7,9.7827,27.079,42.873,2699.5,74.939,120.42,0.78588,81.2,49.871,2626.8,24.944,50.084,3102.9,22.804,63.293,144.76,341.69,94.454,79.016,32.341,9.0966,26.694,6.7958,18.647,1.1662,32.789,14.056,24.072,1.2945,18.771,1.5772,5.0644,2.3246,0.015952,0.83511,0.067049,53.065,44.669,63.925,56.505,29.515,64.53,21.507,92.316,37.722,46.727,27.683,42.152,17.382,1
0.29219,3735.9,4665.9,9.7161,26.839,42.472,2701,75.539,120.4,0.76941,81.23,50.957,2629,25.064,48.881,3101.9,22.678,63.248,144.18,341.94,94.242,79.086,32.597,9.1411,26.68,6.8309,18.652,1.1595,32.787,14.187,24.591,1.2123,18.778,1.5979,5.0364,2.3733,0.015952,0.83511,0.067049,53.065,44.669,64.092,56.644,28.531,62.032,21.529,92.104,40.917,43.945,27.752,41.683,17.667,1
0.29185,3700.7,4697,9.5234,27.098,42.803,2699,74.669,120.4,0.77079,81.206,48.679,2627.1,24.752,50.671,3101.3,23.162,63.256,145.42,342.05,94.282,78.934,32.597,9.1411,26.68,6.8309,18.652,1.1595,32.787,14.187,24.591,1.2123,18.778,1.5979,5.0364,2.3733,0.0088923,0.82741,0.069859,52.997,43.2,64.698,56.273,28.565,66.077,21.458,91.936,34.213,48.088,27.318,42.185,16.525,1
0.26338,3727.1,4682.4,9.6466,26.806,42.796,2696.8,75.057,120.39,0.78761,81.128,49.31,2623.9,24.416,50.842,3099.1,22.175,63.252,142.64,341.27,94.345,78.974,32.186,9.1801,26.491,6.9744,18.519,1.1544,32.912,13.992,24.051,1.1962,18.525,1.5714,5.0884,2.3079,0.0088923,0.82741,0.069859,52.997,43.2,64,56.457,25.911,63.862,21.127,93.829,36.07,48.483,27.434,41.113,18.867,1
0.263,3689.1,4693.2,9.6901,26.811,42.63,2692.8,75.747,120.42,0.79017,80.971,49.334,2620.1,25.725,49.942,3096.7,23.128,63.226,142.2,341.43,94.432,78.933,32.186,9.1801,26.491,6.9744,18.519,1.1544,32.912,13.992,24.051,1.1962,18.525,1.5714,5.0884,2.3079,0.0088923,0.82741,0.069859,52.997,43.2,64.654,56.327,25.948,62.756,20.711,93.516,36.139,46.4,27.344,41.888,16.62,1
0.30308,3672.7,4722.3,9.7143,27.016,42.735,2695.7,75.309,120.39,0.76827,81.168,48.201,2622.8,24.459,49.911,3098.3,22.3,63.156,142.41,341.49,94.416,79.024,32.061,9.1422,26.378,6.714,18.882,1.1727,33.247,14.049,23.906,1.3656,18.423,1.5915,5.1761,2.3946,0.0088923,0.82741,0.069859,52.997,43.2,63.657,56.336,29.41,64.613,21.138,91.354,32.807,46.327,27.2,41.795,18.574,1
0.30157,3707.7,4702.8,9.5828,26.758,42.511,2695.8,75.342,120.4,0.76768,81.207,49.685,2624.8,26.176,50.942,3099.4,23.101,63.162,140.21,341.35,94.467,79.369,32.061,9.1422,26.378,6.714,18.882,1.1727,33.247,14.049,23.906,1.3656,18.423,1.5915,5.1761,2.3946,0.0088923,0.82741,0.069859,52.997,43.2,63.055,56.569,29.559,64.044,21.011,91.426,37.174,48.714,27.269,41.481,16.647,1
0.31363,3711.6,4671.8,9.6605,26.859,42.379,2701,74.632,120.41,0.77692,81.67,50.859,2629.9,25.839,50.212,3103.8,23.504,63.214,140.4,341.86,94.105,79.79,32.765,9.0009,26.286,7.0017,18.743,1.1014,32.62,13.902,24.323,1.3601,18.685,1.5511,5.0255,2.4526,0.034218,0.82368,0.078017,53.394,43.735,65.309,56.065,30.892,63.379,21.386,92.119,40.628,47.026,26.916,41.876,15.625,1
0.31172,3737,4705.7,9.7538,27.101,43.128,2699.9,75.335,120.41,0.77558,81.657,49.027,2627.6,23.36,49.17,3104.2,23.314,63.306,139.36,341.16,94.175,78.921,32.765,9.0009,26.286,7.0017,18.743,1.1014,32.62,13.902,24.323,1.3601,18.685,1.5511,5.0255,2.4526,0.034218,0.82368,0.078017,53.394,43.735,64.871,55.659,31.08,63.479,21.035,92.282,35.238,44.614,26.783,41.674,16.104,1
0.24154,3681.5,4715.3,9.7448,27.001,42.661,2693.6,75.467,120.38,0.76107,81.239,50.668,2621,23.632,49.448,3098.1,23.979,63.261,139.18,341.16,94.398,78.836,32.191,9.1156,26.341,6.8094,18.567,1.1335,33.011,14.004,23.982,1.3368,18.155,1.5148,4.9614,2.5045,0.034218,0.82368,0.078017,53.394,43.735,63.325,55.877,24.117,62.393,21.209,90.355,40.066,45.257,26.577,41.588,14.541,1
0.2438,3694.1,4673.8,9.7924,26.944,42.671,2692,75.447,120.38,0.75609,81.105,49.766,2619.4,24.193,51.425,3094.1,22.942,63.166,138.14,341.16,94.483,79.251,32.191,9.1156,26.341,6.8094,18.567,1.1335,33.011,14.004,23.982,1.3368,18.155,1.5148,4.9614,2.5045,0.034218,0.82368,0.078017,53.394,43.735,63.107,56.374,23.895,62.725,21.208,90.963,37.411,49.833,26.455,41.003,16.993,1
0.29307,3718.2,4732.2,9.5845,26.731,42.873,2694.1,75.155,120.41,0.77305,81.306,50.182,2622.2,24.394,49.325,3097.1,22.749,63.14,137.41,340.96,94.415,79.274,32.11,8.9473,26.716,6.8687,18.582,1.0831,32.835,13.958,23.753,1.3253,18.539,1.5827,5.0953,2.5324,0.034218,0.82368,0.078017,53.394,43.735,64.358,56.127,29.389,65.973,21.196,91.824,38.635,44.972,26.306,42.356,17.436,1
0.29623,3750.3,4730.8,9.7687,27.027,43.24,2694.6,73.704,120.4,0.7743,81.363,49.375,2622.6,24.871,51.162,3098.3,24.25,63.11,136.7,340.86,94.313,79.488,32.11,8.9473,26.716,6.8687,18.582,1.0831,32.835,13.958,23.753,1.3253,18.539,1.5827,5.0953,2.5324,0.011861,0.83824,0.084422,53.888,43.532,63.807,56.144,29.078,63.475,21.085,91.672,36.26,49.223,26.04,41.194,13.851,1
0.30242,3714.3,4686.1,9.6967,26.814,42.862,2698.2,75.347,120.42,0.76649,81.677,48.479,2625.7,25.947,51.227,3100.8,22.656,63.143,136.44,340.84,94.32,79.354,32.02,8.8619,27.013,6.9924,18.7,1.1457,33.226,13.802,24.464,1.2197,18.745,1.5541,5.0677,2.3501,0.011861,0.83824,0.084422,53.888,43.532,63.946,56.677,30.079,63.364,20.974,91.614,33.623,49.374,25.798,42.052,17.614,1
0.30395,3733.7,4706.6,9.6633,26.834,42.504,2699.5,75.184,120.43,0.76934,81.839,51.782,2628,25.532,50.398,3101.7,22.117,63.24,134.25,341.16,94.184,79.878,32.02,8.8619,27.013,6.9924,18.7,1.1457,33.226,13.802,24.464,1.2197,18.745,1.5541,5.0677,2.3501,0.011861,0.83824,0.084422,53.888,43.532,63.612,56.431,29.928,63.073,21.28,91.267,43.343,47.456,25.721,42.185,18.832,1
0.31298,3640.8,4695.4,9.6537,26.907,42.969,2696.7,74.664,120.37,0.75336,81.585,51.038,2624,25.319,48.523,3101.1,23.375,63.186,133.74,340.4,94.404,78.973,32.315,8.9887,26.576,6.9237,18.951,1.145,32.676,13.987,23.916,1.3494,18.512,1.5334,5.1019,2.3712,0.011861,0.83824,0.084422,53.888,43.532,64.08,56.299,31.002,63.774,20.85,89.116,41.155,43.116,25.499,40.582,15.889,1
0.31463,3648.2,4711.5,9.7159,26.568,42.77,2694.3,75.016,120.42,0.75278,81.194,50.096,2622,25.817,48.261,3097.5,23.002,63.127,131.38,341.4,94.372,78.748,32.315,8.9887,26.576,6.9237,18.951,1.145,32.676,13.987,23.916,1.3494,18.512,1.5334,5.1019,2.3712,0.011861,0.83824,0.084422,53.888,43.532,63.953,56.106,30.84,63.157,21.051,89.187,38.383,42.509,25.448,41.671,16.815,1
0.28524,3710.1,4662.3,9.8019,27.221,42.597,2693.7,75.178,120.38,0.77438,81.174,48.856,2621.8,23.863,49.788,3096.6,22.023,63.032,135.04,341.68,94.601,79.173,32.543,8.88,26.228,6.9852,18.887,1.1267,32.807,13.798,24.509,1.2083,18.621,1.5451,5.1661,2.5131,0.025128,0.81724,0.073644,54.206,44.366,63.417,56.072,28.165,63.429,21.302,91.612,34.735,46.043,25.228,40.495,19.118,1
0.28422,3675.9,4703.9,9.7285,26.797,42.292,2694.2,75.254,120.41,0.77056,81.354,47.52,2623.1,23.995,49.265,3096.2,22.368,62.954,133.29,341.93,94.322,79.491,32.543,8.88,26.228,6.9852,18.887,1.1267,32.807,13.798,24.509,1.2083,18.621,1.5451,5.1661,2.5131,0.025128,0.81724,0.073644,54.206,44.366,64.006,55.573,28.266,62.642,21.45,92.078,30.801,44.833,25.286,41.612,18.272,1
