f_data1,f_data2,f_data3,f_data4,f_data5,f_data6,f_data7,f_data8,f_data9,f_data10,f_data11,f_data12,f_data13,f_data14,f_data15,f_data16,f_data17,f_data18,f_data19,f_data20,f_data21,f_data22,f_data23,f_data24,f_data25,f_data26,f_data27,f_data28,f_data29,f_data30,f_data31,f_data32,f_data33,f_data34,f_data35,f_data36,f_data37,f_data38,f_data39,f_data40,f_data41,f_data42,f_data43,f_data44,f_data45,f_data46,f_data47,f_data48,f_data49,f_data50,f_data51,f_data52,f_data53
0.24705,3628.9,4494.5,9.3974,26.467,42.445,2708.1,75.25,120.38,0.34016,80.109,48.928,2636.6,27.8,50.392,3107.2,22.948,65.114,216.59,340.11,94.561,77.2,32.131,8.8632,26.168,7.0065,18.892,1.6592,32.352,13.67,24.161,1.3174,18.775,2.2852,4.9209,2.302,0.0083018,0.87618,0.091997,54.016,43.36,62.974,53.699,24.587,62.023,21.723,40.815,34.945,47.441,43.893,40.497,20.958,5
0.25002,3629,4538.9,9.2623,26.849,42.887,2707.7,75.296,120.41,0.34061,80.051,50.752,2636.5,24.961,50.206,3105.2,22.878,65.123,217.32,340.57,94.598,77.503,32.131,8.8632,26.168,7.0065,18.892,1.6592,32.352,13.67,24.161,1.3174,18.775,2.2852,4.9209,2.302,0.0083018,0.87618,0.091997,54.016,43.36,62.973,53.168,24.295,61.394,22.405,40.76,40.314,47.01,44.011,41.033,21.104,5
0.26225,3635.6,4488.5,9.3922,26.985,42.56,2709,75.745,120.4,0.3266,80.186,50.729,2637.5,25.853,51.114,3108,22.259,65.166,216.32,340.13,94.688,77.495,32.061,8.6349,26.288,6.7468,18.685,1.6656,32.516,13.798,23.723,1.3488,18.334,2.2918,4.8505,2.387,0.0083018,0.87618,0.091997,54.016,43.36,62.259,53.747,26.07,63.868,22.022,38.833,40.246,49.113,44.283,40.651,22.561,5
0.26205,3625.7,4485.4,9.5005,26.424,42.333,2708.6,75.036,120.39,0.33099,80.026,52.434,2637.9,26.029,50.89,3108.5,23.322,65.186,216.42,340.79,94.621,77.031,32.061,8.6349,26.288,6.7468,18.685,1.6656,32.516,13.798,23.723,1.3488,18.334,2.2918,4.8505,2.387,0.0083018,0.87618,0.091997,54.016,43.36,62.43,53.784,26.089,62.404,21.755,38.297,45.262,48.594,44.455,41.125,20.075,5
0.27216,3701.3,4535.7,9.4478,27.051,42.306,2709.7,74.402,120.41,0.34051,79.857,48.257,2637.6,24.947,50.727,3107.9,23.279,65.148,219.3,341.13,94.568,77.331,31.765,9.013,26.717,6.6474,18.904,1.683,32.458,13.688,23.728,1.1577,18.84,2.3115,4.8276,2.2282,0.015549,0.88358,0.094538,52.878,43.288,63.411,53.687,26.612,58.24,22.218,40.42,32.97,48.217,44.798,41.392,20.178,5
0.26999,3698.9,4496.5,9.3307,27.272,42.153,2709.9,74.889,120.42,0.33931,79.905,50.33,2638.5,24.909,50.839,3108.6,23.163,65.146,221.67,340.67,94.523,77.035,31.765,9.013,26.717,6.6474,18.904,1.683,32.458,13.688,23.728,1.1577,18.84,2.3115,4.8276,2.2282,0.015549,0.88358,0.094538,52.878,43.288,63.453,54.157,26.826,62.329,22.305,40.567,39.07,48.476,44.952,41.602,20.474,5
0.30327,3729.9,4448.9,9.3791,26.808,42.706,2710.4,75.234,120.38,0.33224,79.938,48.83,2639.3,26.443,49.365,3110.3,21.819,65.172,222.06,341.41,94.233,77.42,32.374,8.8867,26.147,6.8883,18.364,1.6829,32.703,13.684,23.891,1.3609,18.706,2.2591,4.8144,2.3305,0.015549,0.88358,0.094538,52.878,43.288,63.966,54.186,29.74,59.408,21.806,38.362,34.658,45.064,45.28,41.742,23.645,5
0.3018,3726,4515.7,9.1971,26.859,42.602,2711.7,74.631,120.42,0.32593,80.033,49.742,2640.8,24.723,51.488,3110.8,22.712,65.234,223.68,341.78,94.4,77.347,32.374,8.8867,26.147,6.8883,18.364,1.6829,32.703,13.684,23.891,1.3609,18.706,2.2591,4.8144,2.3305,0.015549,0.88358,0.094538,52.878,43.288,64.033,53.386,29.885,62.37,22.252,39.131,37.341,49.978,45.494,41.822,21.515,5
0.24595,3653.8,4579.8,9.445,27.079,42.32,2710.4,74.292,120.38,0.32495,80.025,50.509,2639.1,25.239,49.7,3107.4,23.399,65.3,224.27,342.2,94.289,77.076,32.327,8.8759,26.514,6.9976,18.151,1.6596,33.297,14.001,24.143,1.0934,18.567,2.2698,4.8533,2.3609,0.015549,0.88358,0.094538,52.878,43.288,63.269,53.969,24.037,61.799,22.386,38.939,39.599,45.839,45.796,41.482,19.906,5
0.24305,3681.5,4537.2,9.4854,27.224,42.758,2709.1,74.78,120.4,0.32651,79.912,49.95,2637.7,25.222,50.104,3107.5,23.162,65.35,224.57,341.5,94.62,77.077,32.327,8.8759,26.514,6.9976,18.151,1.6596,33.297,14.001,24.143,1.0934,18.567,2.2698,4.8533,2.3609,0.010404,0.85195,0.083665,54.503,42.813,62.794,54.479,24.322,60.146,22.486,38.748,37.953,46.774,46.392,41.113,20.473,5
0.24756,3646.8,4558.6,9.3158,26.966,42.661,2710,74.303,120.37,0.35987,80.02,49.068,2638.7,26.849,49.747,3106.6,23.632,65.382,227.91,341.4,94.502,77.314,32.684,8.678,26.391,6.8986,18.823,1.65,32.893,13.981,24.599,1.2281,17.931,2.2075,4.7732,2.2947,0.010404,0.85195,0.083665,54.503,42.813,62.373,54.832,24.439,61.226,22.491,43.199,35.358,45.948,46.566,41.26,19.338,5
0.24827,3650,4539.2,9.3406,27.126,42.653,2709.7,74.598,120.38,0.36031,80.045,51.381,2638.8,24.835,49.259,3107.8,23.714,65.458,229.13,341.76,94.758,77.507,32.684,8.678,26.391,6.8986,18.823,1.65,32.893,13.981,24.599,1.2281,17.931,2.2075,4.7732,2.2947,0.010404,0.85195,0.083665,54.503,42.813,62.319,55.064,24.369,61.107,22.337,43.146,42.163,44.819,46.922,39.99,19.12,5
0.21159,3626.7,4534.1,9.5029,26.997,42.063,2708.9,74.444,120.38,0.3641,80.032,48.704,2637.7,24.763,49.865,3106.9,22.49,65.527,229.92,341.54,94.489,77.271,31.792,8.9753,26.508,6.9015,18.919,1.6654,32.82,13.872,24.36,1.31,18.299,2.2398,4.8443,2.2439,0.010404,0.85195,0.083665,54.503,42.813,63.525,53.525,20.539,61.448,22.146,42.407,34.286,46.222,47.315,41.192,22.032,5
0.21097,3657,4502.5,9.2991,26.752,42.303,2706,74.977,120.38,0.36065,79.866,50.377,2634.7,25.904,49.192,3103.9,23.284,65.555,228.37,341.07,94.815,77.13,31.792,8.9753,26.508,6.9015,18.919,1.6654,32.82,13.872,24.36,1.31,18.299,2.2398,4.8443,2.2439,0.010404,0.85195,0.083665,54.503,42.813,63.004,53.903,20.6,61.016,22.158,42.828,39.209,44.663,47.917,41.001,20.174,5
0.29631,3680.3,4481.3,9.4229,26.958,42.285,2708.6,75.58,120.39,0.34872,79.945,49.393,2637.2,26.627,50.173,3105.3,23.623,65.582,232.32,341.47,94.547,77.406,32.177,8.9076,27.001,6.8864,18.587,1.6422,33.099,14.02,24.229,1.2452,17.989,2.2806,4.798,2.2781,0.0058803,0.85507,0.098734,53.312,44.113,62.56,53.905,29.067,61.752,22.369,41.498,36.314,46.935,47.276,41.429,19.354,5
0.29756,3652.2,4456,9.266,26.996,42.154,2710.4,74.995,120.4,0.348,80.059,48.505,2639.1,24.209,51.135,3108.1,23.855,65.616,232.16,341.69,94.574,77.61,32.177,8.9076,27.001,6.8864,18.587,1.6422,33.099,14.02,24.229,1.2452,17.989,2.2806,4.798,2.2781,0.0058803,0.85507,0.098734,53.312,44.113,63.045,54.208,28.945,60.492,22.583,41.586,33.701,49.161,47.424,41.282,18.771,5
0.26054,3637,4535.1,9.4545,26.805,42.467,2710.6,74.319,120.42,0.36541,80.192,48.703,2639.4,24.943,50.728,3109.1,23.128,65.664,230.56,341.54,94.448,77.479,31.96,8.8594,27,6.6663,18.829,1.6731,32.5,13.742,23.849,1.2595,18.95,2.2955,4.7834,2.2626,0.0058803,0.85507,0.098734,53.312,44.113,63.429,54.08,25.69,62.286,22.086,43.61,34.283,48.218,47.696,41.581,20.49,5
0.26084,3676,4501.4,9.249,26.766,42.607,2709.7,75.267,120.37,0.36786,80.072,49.54,2638.9,24,49.116,3107.6,22.797,65.703,232.12,341.69,94.624,77.237,31.96,8.8594,27,6.6663,18.829,1.6731,32.5,13.742,23.849,1.2595,18.95,2.2955,4.7834,2.2626,0.0058803,0.85507,0.098734,53.312,44.113,62.756,54.483,25.661,64.159,22.091,43.311,36.745,44.489,47.687,40.788,21.291,5
0.28088,3711.2,4497.8,9.2674,26.784,42.399,2711,74.061,120.41,0.33583,79.947,49.173,2639.7,25.374,47.692,3108.4,22.889,65.683,232.9,341.76,94.518,77.058,32.375,9.011,26.513,6.8152,18.434,1.678,33.343,13.675,24.212,1.2655,18.384,2.2504,4.74,2.273,0.0058803,0.85507,0.098734,53.312,44.113,64.18,53.945,28.058,62.046,22.249,39.881,35.666,41.192,47.749,41.817,21.095,5
0.28269,3707.5,4527.2,9.2876,26.664,42.817,2708.8,75.337,120.41,0.33316,79.765,49.456,2637.2,26.384,47.608,3106.9,23.497,65.683,232.06,341.74,94.303,77.263,32.375,9.011,26.513,6.8152,18.434,1.678,33.343,13.675,24.212,1.2655,18.384,2.2504,4.74,2.273,-0.0010598,0.83918,0.10964,54.033,43.297,64.245,53.592,27.88,63.445,22.076,40.207,36.499,40.997,48.067,41.664,19.659,5
0.24187,3681.4,4527.5,9.3288,26.856,42.574,2710.2,74.659,120.41,0.32991,80.016,49.666,2639.9,25.177,48.824,3107.1,22.743,65.677,234.54,341.97,94.484,77.419,32.261,8.8577,26.341,6.9213,18.537,1.6173,33.471,13.825,24.225,1.3595,18.572,2.2514,4.854,2.2957,-0.0010598,0.83918,0.10964,54.033,43.297,63.521,54.583,24.035,62.695,22.407,38.618,37.116,43.813,48.028,41.778,21.429,5
0.24222,3694.8,4571.8,9.317,26.67,42.561,2711.3,75.255,120.4,0.32652,80.137,51.279,2640.7,24.793,49.109,3107.6,23.041,65.732,231.66,342.02,94.369,77.335,32.261,8.8577,26.341,6.9213,18.537,1.6173,33.471,13.825,24.225,1.3595,18.572,2.2514,4.854,2.2957,-0.0010598,0.83918,0.10964,54.033,43.297,63.291,54.052,24.001,60.834,22.394,39.031,41.865,44.472,48.462,41.704,20.707,5
0.25253,3682.9,4538.2,9.3199,26.477,42.461,2709.5,75.117,120.4,0.34576,80.025,52.047,2638.4,25.174,49.886,3105.4,23.812,65.779,235.86,341.75,94.498,77.258,32.206,8.8079,26.498,6.8592,18.693,1.6586,32.463,13.784,24.523,1.1317,18.279,2.2225,4.8049,2.2852,-0.0010598,0.83918,0.10964,54.033,43.297,62.577,54.251,24.891,60.891,22.417,40.605,44.123,46.269,48.262,41.026,18.89,5
0.25421,3655.9,4532.4,9.3945,26.606,42.219,2708.6,75.063,120.38,0.34568,79.92,49.292,2637.6,25.378,51.929,3105.7,21.965,65.769,236.46,341.96,94.63,76.956,32.206,8.8079,26.498,6.8592,18.693,1.6586,32.463,13.784,24.523,1.1317,18.279,2.2225,4.8049,2.2852,-0.0010598,0.83918,0.10964,54.033,43.297,63.041,54.32,24.726,61.645,22.32,40.615,36.017,50.998,48.384,41.312,23.306,5
0.25701,3720.8,4511.1,9.3709,26.969,42.238,2708.9,74.874,120.38,0.33832,79.98,48.377,2637.5,25.2,49.352,3105.6,23.515,65.784,234.9,342.18,94.509,77.448,32.214,8.7214,27.053,6.7423,18.579,1.6746,32.792,13.868,24.091,1.3112,18.66,2.2616,4.8532,2.28,0.0081458,0.82067,0.10073,53.889,44.022,62.462,54.22,25.406,61.358,22.413,40.376,33.325,45.035,48.315,41.38,19.588,5
0.25763,3713.5,4472.8,9.3396,26.808,42.386,2708.9,75.226,120.4,0.3383,80.059,48.638,2637.9,23.637,49.766,3104.9,22.048,65.827,234.99,341.96,94.607,77.398,32.214,8.7214,27.053,6.7423,18.579,1.6746,32.792,13.868,24.091,1.3112,18.66,2.2616,4.8532,2.28,0.0081458,0.82067,0.10073,53.889,44.022,62.588,54.678,25.344,61.264,22.227,40.378,34.093,45.993,48.312,40.728,23.067,5
0.25765,3743.1,4533.2,9.3669,27.077,42.579,2708,75.681,120.43,0.34976,80.008,50.552,2636.8,27.141,48.987,3104.7,23.766,65.834,236.18,342.07,94.375,77.21,32.106,8.9912,26.413,6.9324,19.131,1.6388,33.485,13.756,24.368,1.2949,18.471,2.2494,4.8388,2.2285,0.0081458,0.82067,0.10073,53.889,44.022,63.179,54.257,25.137,59.467,22.509,41.231,39.724,44.19,48.212,41.345,19.002,5
0.258,3747.9,4522.2,9.3127,27.068,42.04,2708.2,75.543,120.39,0.34918,80.204,51.261,2637.1,22.856,51.656,3104.9,23.684,65.873,235.77,341.64,94.448,77.474,32.106,8.9912,26.413,6.9324,19.131,1.6388,33.485,13.756,24.368,1.2949,18.471,2.2494,4.8388,2.2285,0.0081458,0.82067,0.10073,53.889,44.022,63.097,54.389,25.103,58.357,22.34,41.302,41.81,50.367,48.251,41.193,19.16,5
0.26633,3641.6,4495.2,9.326,26.738,42.189,2706.7,74.7,120.39,0.33732,80.149,48.983,2635.9,24.439,51.285,3103.3,23.125,65.871,235.27,341.68,94.422,77.247,32.356,8.9238,26.782,6.8799,18.801,1.6815,33.057,13.769,23.617,1.4356,18.262,2.3117,4.783,2.3174,0.0081458,0.82067,0.10073,53.889,44.022,63.301,53.346,26.4,60.017,22.086,39.735,35.108,49.508,48.298,41.687,20.499,5
0.26875,3667.7,4481.5,9.329,26.9,42.23,2703.7,75.824,120.4,0.336,79.895,49.459,2632.1,24.669,51.144,3101.2,23.969,65.868,234.22,341.79,94.715,77.06,32.356,8.9238,26.782,6.8799,18.801,1.6815,33.057,13.769,23.617,1.4356,18.262,2.3117,4.783,2.3174,0.013244,0.83452,0.075041,53.139,43.655,62.852,53.51,26.162,62.331,22.152,39.896,36.508,49.182,47.912,41.227,18.535,5
0.24214,3641.1,4522,9.2698,26.687,42.279,2703.7,75.335,120.37,0.33667,79.95,49.618,2632.1,23.038,50.18,3099.6,21.802,65.825,232.33,341.68,94.595,77.013,31.981,8.8841,26.316,6.9183,19.081,1.629,33.245,13.714,24.025,1.3968,18.528,2.2464,4.8563,2.2065,0.013244,0.83452,0.075041,53.139,43.655,63.748,53.802,23.932,61.378,22.225,40.084,36.975,46.95,47.878,40.515,23.692,5
0.24031,3675.3,4524.5,9.3443,26.812,41.915,2703.9,75.366,120.41,0.338,80.028,50.3,2632.1,24.203,50.053,3101,22.508,65.778,232.63,341.31,94.582,77.519,31.981,8.8841,26.316,6.9183,19.081,1.629,33.245,13.714,24.025,1.3968,18.528,2.2464,4.8563,2.2065,0.013244,0.83452,0.075041,53.139,43.655,63.159,53.773,24.112,59.485,22.06,39.923,38.983,46.657,47.65,41.115,21.973,5
0.27893,3665.5,4445.2,9.4107,26.779,42.242,2705.7,75.186,120.4,0.33401,80.103,49.753,2634,24.224,50.071,3101.1,23.743,65.764,231.2,341.56,94.617,77.106,32.416,8.7451,26.843,6.8687,18.566,1.5515,32.956,13.82,24.444,1.3482,18.639,2.2469,4.8045,2.3566,0.013244,0.83452,0.075041,53.139,43.655,62.976,54.006,27.49,60.028,22.35,38.803,37.373,46.698,47.574,40.545,19.07,5
0.27966,3631.4,4521.3,9.3094,26.859,42.375,2702.9,74.715,120.38,0.32731,79.972,49.915,2631.2,28.56,50.824,3099.9,23.374,65.776,229.65,341.46,94.621,77.093,32.416,8.7451,26.843,6.8687,18.566,1.5515,32.956,13.82,24.444,1.3482,18.639,2.2469,4.8045,2.3566,0.013244,0.83452,0.075041,53.139,43.655,63.562,53.095,27.418,60.435,22.116,39.62,37.85,48.441,47.511,41.106,19.961,5
0.238,3623.1,4549.1,9.3786,26.987,42.474,2703.7,75.338,120.41,0.3382,80.021,49.459,2632.2,24.196,49.941,3100,22.75,65.735,231.57,341.47,94.663,77.237,32.331,8.9235,26.94,6.8324,18.501,1.644,33.518,13.901,24.229,1.3377,17.963,2.2925,4.8273,2.3173,0.0084777,0.82576,0.10405,53.467,43.977,64.128,54.018,23.215,62.159,22.313,41.05,36.509,46.399,47.479,41.999,21.434,5
0.23555,3687.2,4519,9.2177,27.052,42.515,2702.8,75.329,120.38,0.34236,80.03,49.732,2630.9,23.765,49.948,3099.6,23.366,65.732,231.35,341.38,94.612,77.587,32.331,8.9235,26.94,6.8324,18.501,1.644,33.518,13.901,24.229,1.3377,17.963,2.2925,4.8273,2.3173,0.0084777,0.82576,0.10405,53.467,43.977,63.025,54.378,23.456,62.673,21.887,40.542,37.311,46.414,47.447,40.637,19.945,5
0.24118,3663.6,4532.2,9.3316,26.958,42.426,2705.2,75.335,120.41,0.35172,80.353,50.05,2633.9,25.13,50.543,3101.8,22.5,65.778,230.57,341.22,94.639,77.478,32.575,8.8472,26.02,6.9239,18.557,1.6639,33.475,13.879,23.952,1.3409,18.737,2.2162,4.8052,2.358,0.0084777,0.82576,0.10405,53.467,43.977,63.78,54.42,24.146,59.608,22.282,41.622,38.247,47.792,47.461,41.493,21.978,5
0.24279,3655.5,4519.7,9.3222,27.021,42.441,2702.6,75.101,120.39,0.3516,80.286,46.945,2631.3,25.99,51.135,3101.6,22.407,65.835,230.85,340.72,94.395,77.199,32.575,8.8472,26.02,6.9239,18.557,1.6639,33.475,13.879,23.952,1.3409,18.737,2.2162,4.8052,2.358,0.0084777,0.82576,0.10405,53.467,43.977,63.919,54.57,23.987,60.244,21.927,41.636,29.109,49.16,47.375,41.034,22.208,5
0.21614,3655.5,4513,9.331,26.902,42.389,2700.5,74.609,120.42,0.34924,80.135,50.094,2628.5,25.066,50.186,3098.6,21.891,65.819,231.15,340.4,94.753,77.077,31.936,8.88,26.388,6.908,18.728,1.7159,32.584,13.877,23.807,1.3196,18.636,2.2716,4.8783,2.3168,0.0084777,0.82576,0.10405,53.467,43.977,63.121,54.556,21.42,59.721,21.964,41.446,38.377,46.966,47.293,41.576,23.455,5
0.21696,3687.8,4556.7,9.3367,27.084,42.271,2698.3,74.152,120.37,0.34841,80.081,49.348,2626.6,23.642,50.015,3096.6,23.197,65.805,230.15,340.33,94.544,77.391,31.936,8.88,26.388,6.908,18.728,1.7159,32.584,13.877,23.807,1.3196,18.636,2.2716,4.8783,2.3168,0.0059094,0.83566,0.10306,52.955,43.494,62.564,54.032,21.339,62.25,22.173,41.547,36.182,46.569,47.094,40.209,20.338,5
0.28035,3651.3,4498.6,9.4,27.015,41.997,2701.5,74.481,120.42,0.34949,80.308,50.242,2630.1,24.844,49.169,3098.6,22.652,65.787,230.71,340.85,94.768,77.401,31.836,8.8119,26.406,6.8128,18.925,1.6224,33.259,13.72,23.956,1.2132,18.916,2.2396,4.8688,2.3968,0.0059094,0.83566,0.10306,52.955,43.494,63.3,54.331,27.119,59.185,22.058,41.436,38.811,44.61,46.887,41.745,21.616,5
0.27946,3664.6,4512.2,9.1096,26.866,42.108,2701,75.739,120.38,0.34835,80.298,51.26,2630.5,23.044,48.692,3098.7,22.834,65.791,226.46,340.15,94.501,77.339,31.836,8.8119,26.406,6.8128,18.925,1.6224,33.259,13.72,23.956,1.2132,18.916,2.2396,4.8688,2.3968,0.0059094,0.83566,0.10306,52.955,43.494,63.072,54.169,27.207,60.121,21.935,41.575,41.807,43.507,47.109,40.16,21.177,5
0.29152,3706.3,4491.5,9.4355,26.552,42.481,2699.9,75.655,120.4,0.33084,80.149,50.384,2628.8,25.693,49.018,3098.9,22.172,65.79,227.65,340.03,94.64,77.057,32.08,8.9702,26.014,6.8003,18.85,1.6439,33.269,13.78,23.763,1.3212,18.801,2.2118,4.8583,2.3372,0.0059094,0.83566,0.10306,52.955,43.494,63.21,53.925,28.55,61.681,21.517,39.489,39.229,44.261,46.844,41.205,22.79,5
0.28954,3682.2,4487.7,9.2387,27.308,42.35,2699.6,75.089,120.41,0.32818,80.126,50.249,2628,26.492,51.748,3098,21.352,65.726,226.48,340.86,94.58,77.359,32.08,8.9702,26.014,6.8003,18.85,1.6439,33.269,13.78,23.763,1.3212,18.801,2.2118,4.8583,2.3372,0.0059094,0.83566,0.10306,52.955,43.494,63.624,53.97,28.745,62.94,22.055,39.813,38.832,50.579,46.797,40.779,24.724,5
0.26954,3667.2,4472.8,9.4002,26.798,42.488,2701,74.905,120.41,0.33931,80.322,50.959,2629.1,25.02,49.857,3098.8,23.66,65.721,226.81,340.28,94.492,77.555,32.034,8.8573,26.881,7.0088,19.303,1.6721,33.114,14.018,24.237,1.3212,18.987,2.2719,4.9074,2.3288,0.012074,0.84118,0.095441,53.967,43.943,64.062,54.313,26.529,60.98,21.919,39.941,40.921,46.204,46.858,41.083,19.208,5
0.26988,3709.5,4530.5,9.2106,26.679,42.304,2700.4,74.356,120.44,0.33844,80.345,50.991,2629.3,24.784,50.337,3098.3,22.364,65.768,227.9,340.14,94.453,77.146,32.034,8.8573,26.881,7.0088,19.303,1.6721,33.114,14.018,24.237,1.3212,18.987,2.2719,4.9074,2.3288,0.012074,0.84118,0.095441,53.967,43.943,63.335,53.622,26.496,62.214,21.89,40.047,41.017,47.314,46.709,41.21,22.309,5
0.27609,3632.7,4428.3,9.1878,26.906,42.495,2694.8,75.103,120.36,0.36213,80.012,49.645,2622.8,26.123,49.651,3093.9,21.91,65.731,228.08,339.95,94.769,77.148,31.882,8.8579,26.527,6.9734,19.032,1.6796,32.752,13.638,24.086,1.2773,18.485,2.2423,4.8369,2.3469,0.012074,0.84118,0.095441,53.967,43.943,62.807,53.682,27.027,62.421,21.509,43.627,37.056,45.727,46.645,40.091,23.417,5
0.27699,3662.3,4436.6,9.3098,26.843,42.335,2695.5,74.819,120.42,0.36671,80.097,49.976,2623.7,25.285,49.729,3092.5,23.671,65.671,226.84,340.57,94.617,77.26,31.882,8.8579,26.527,6.9734,19.032,1.6796,32.752,13.638,24.086,1.2773,18.485,2.2423,4.8369,2.3469,0.012074,0.84118,0.095441,53.967,43.943,62.297,53.583,26.939,60.895,22.113,43.069,38.03,45.908,46.713,41.255,19.234,5
0.29197,3639.8,4491,9.2363,26.7,42.038,2699,75.682,120.38,0.32161,80.275,50.727,2627.4,25.246,50.777,3095.7,22.753,65.662,228.03,340.65,94.773,77.657,31.635,8.8652,26.201,7.0594,18.919,1.6754,32.374,13.934,23.998,1.2823,18.269,2.2829,4.8817,2.2946,0.012074,0.84118,0.095441,53.967,43.943,62.892,53.53,28.832,62.208,21.991,38.43,40.241,48.332,46.562,40.581,21.383,5
0.29379,3676.5,4477.6,9.2704,26.951,42.07,2700.7,74.818,120.42,0.31984,80.285,50.901,2629.6,25.691,49.103,3097.8,22.508,65.707,227.67,340.96,94.537,77.396,31.635,8.8652,26.201,7.0594,18.919,1.6754,32.374,13.934,23.998,1.2823,18.269,2.2829,4.8817,2.2946,0.011879,0.82212,0.10197,53.775,43.216,62.26,53.692,28.653,58.093,22.205,38.646,40.753,44.458,46.692,41.795,21.97,5
0.31946,3631,4499.8,9.4197,26.825,42.203,2700.8,75.14,120.38,0.35909,80.286,49.403,2629,23.314,50.263,3099.3,24.256,65.73,226.13,341.1,94.8,77.38,32.535,8.9272,25.973,6.944,19.194,1.6429,32.791,13.822,23.67,1.3802,18.675,2.2985,4.8025,2.3101,0.011879,0.82212,0.10197,53.775,43.216,62.162,53.669,31.701,61.711,21.926,41.706,36.343,47.143,46.844,40.547,17.813,5
0.31983,3593.2,4475.5,9.309,26.849,42.302,2702.5,74.505,120.41,0.35107,80.298,50.896,2630.9,24.189,48.299,3098.9,23.25,65.75,225.95,341.69,94.57,77.393,32.535,8.9272,25.973,6.944,19.194,1.6429,32.791,13.822,23.67,1.3802,18.675,2.2985,4.8025,2.3101,0.011879,0.82212,0.10197,53.775,43.216,62.813,53.959,31.665,61.834,22.12,42.684,40.737,42.597,46.876,40.96,20.19,5
0.23373,3681.9,4430.5,9.2205,26.913,42.207,2701.9,74.962,120.37,0.34513,80.22,48.432,2631,23.585,49.195,3097.1,22.659,65.73,225.6,342.32,94.848,77.343,32.205,8.9477,26.267,6.7764,18.487,1.6572,32.999,13.884,23.849,1.3849,18.363,2.2566,4.8866,2.2331,0.011879,0.82212,0.10197,53.775,43.216,62.185,53.777,23.23,61.857,22.444,40.513,33.485,44.671,46.921,40.307,21.598,5
0.23637,3623.4,4476.9,9.3839,26.879,42.19,2700.4,75.395,120.42,0.34223,80.028,50.508,2628.8,26.195,50.297,3095.4,23.289,65.722,226.46,342.29,94.632,77.081,32.205,8.9477,26.267,6.7764,18.487,1.6572,32.999,13.884,23.849,1.3849,18.363,2.2566,4.8866,2.2331,0.011879,0.82212,0.10197,53.775,43.216,63.192,53.222,22.97,61.013,22.586,40.866,39.595,47.222,46.863,41.459,20.135,5
0.26555,3709.9,4537,9.3497,27.155,42.342,2700.5,74.278,120.39,0.35052,80.109,51.221,2628.7,26.45,48.909,3097.7,22.587,65.675,226.05,342.09,94.68,77.406,32.243,8.7505,26.197,6.9426,18.64,1.6352,32.724,13.995,23.78,1.2713,18.921,2.2626,4.9009,2.3323,0.02081,0.8464,0.10101,53.554,43.621,63.194,54.227,26.011,61.94,22.381,41.537,41.692,44.01,46.423,39.789,21.774,5
0.26493,3698.2,4551.5,9.2242,26.897,42.62,2701,74.916,120.43,0.35044,80.252,49.39,2630.2,25.014,49.526,3098.5,23.699,65.676,226.74,341.52,94.551,77.387,32.243,8.7505,26.197,6.9426,18.64,1.6352,32.724,13.995,23.78,1.2713,18.921,2.2626,4.9009,2.3323,0.02081,0.8464,0.10101,53.554,43.621,63.397,54.053,26.072,60.57,22.213,41.547,36.304,45.437,46.163,42.162,19.12,5
0.25907,3667.6,4560.6,9.3283,26.872,42.098,2701.4,73.932,120.38,0.36423,80.327,49.904,2630.6,24.217,50.548,3097.8,22.995,65.666,223.16,341.93,94.492,77.423,32.047,8.9248,26.411,6.8335,18.839,1.6781,33.269,13.959,24.19,1.3227,18.566,2.3154,4.9027,2.3512,0.02081,0.8464,0.10101,53.554,43.621,62.486,53.604,25.847,60.559,22.327,43.021,37.818,47.802,46.285,40.477,20.778,5
0.26113,3615.6,4518.6,9.3325,26.741,42.588,2700.1,74.266,120.41,0.36399,80.238,50.239,2628.7,24.57,49.948,3097.7,23.201,65.671,224.69,341.55,94.706,77.176,32.047,8.9248,26.411,6.8335,18.839,1.6781,33.269,13.959,24.19,1.3227,18.566,2.3154,4.9027,2.3512,0.02081,0.8464,0.10101,53.554,43.621,63.38,54.107,25.645,61.838,21.839,43.049,38.802,46.414,45.95,41.705,20.302,5
0.27989,3659.6,4445,9.3393,26.933,42.559,2699,75.073,120.42,0.3616,80.069,48.665,2628.1,23.9,48.174,3097.2,23.875,65.605,221.77,341.58,94.604,77.297,32.547,8.8535,26.569,6.7389,18.525,1.6673,33.028,13.824,24.241,1.1533,18.69,2.3014,4.8198,2.2313,0.02081,0.8464,0.10101,53.554,43.621,63.574,54.508,27.613,61.386,21.907,42.616,34.172,42.307,46.018,40.747,18.709,5
0.2805,3667.1,4500.2,9.4501,26.72,42.01,2699.4,74.619,120.4,0.36172,80.105,49.419,2627.9,25.526,50.856,3095.6,23.465,65.594,222.95,341.98,94.548,77.305,32.547,8.8535,26.569,6.7389,18.525,1.6673,33.028,13.824,24.241,1.1533,18.69,2.3014,4.8198,2.2313,0.029133,0.84048,0.097136,53.846,44.777,63.447,53.846,27.554,61.474,22.134,42.601,36.39,48.515,46.339,41.498,19.685,5
